source_id	url	filename	expected_kind
nantang_kr2i0017_009	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_009.txt	Mashi_Nantangshu_SBCK_009.txt	TEXT
nantang_kr2i0017_010	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_010.txt	Mashi_Nantangshu_SBCK_010.txt	TEXT
nantang_kr2i0017_011	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_011.txt	Mashi_Nantangshu_SBCK_011.txt	TEXT
nantang_kr2i0017_012	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_012.txt	Mashi_Nantangshu_SBCK_012.txt	TEXT
nantang_kr2i0017_013	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_013.txt	Mashi_Nantangshu_SBCK_013.txt	TEXT
nantang_kr2i0017_014	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_014.txt	Mashi_Nantangshu_SBCK_014.txt	TEXT
nantang_kr2i0017_015	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_015.txt	Mashi_Nantangshu_SBCK_015.txt	TEXT
nantang_kr2i0017_016	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_016.txt	Mashi_Nantangshu_SBCK_016.txt	TEXT
nantang_kr2i0017_017	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_017.txt	Mashi_Nantangshu_SBCK_017.txt	TEXT
nantang_kr2i0017_018	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_018.txt	Mashi_Nantangshu_SBCK_018.txt	TEXT
nantang_kr2i0017_019	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_019.txt	Mashi_Nantangshu_SBCK_019.txt	TEXT
nantang_kr2i0017_020	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_020.txt	Mashi_Nantangshu_SBCK_020.txt	TEXT
nantang_kr2i0017_021	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_021.txt	Mashi_Nantangshu_SBCK_021.txt	TEXT
nantang_kr2i0017_022	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_022.txt	Mashi_Nantangshu_SBCK_022.txt	TEXT
nantang_kr2i0017_023	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_023.txt	Mashi_Nantangshu_SBCK_023.txt	TEXT
nantang_kr2i0017_024	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_024.txt	Mashi_Nantangshu_SBCK_024.txt	TEXT
nantang_kr2i0017_025	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_025.txt	Mashi_Nantangshu_SBCK_025.txt	TEXT
nantang_kr2i0017_026	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_026.txt	Mashi_Nantangshu_SBCK_026.txt	TEXT
nantang_kr2i0017_027	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_027.txt	Mashi_Nantangshu_SBCK_027.txt	TEXT
nantang_kr2i0017_028	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_028.txt	Mashi_Nantangshu_SBCK_028.txt	TEXT
nantang_kr2i0017_029	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_029.txt	Mashi_Nantangshu_SBCK_029.txt	TEXT
nantang_kr2i0017_030	https://raw.githubusercontent.com/kanripo/KR2i0017/master/KR2i0017_030.txt	Mashi_Nantangshu_SBCK_030.txt	TEXT
nantang_kr2i0021_000	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_000.txt	Shiguo_Chunqiu_WYG_Nantang_000.txt	TEXT
nantang_kr2i0021_015	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_015.txt	Shiguo_Chunqiu_WYG_Nantang_015.txt	TEXT
nantang_kr2i0021_016	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_016.txt	Shiguo_Chunqiu_WYG_Nantang_016.txt	TEXT
nantang_kr2i0021_017	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_017.txt	Shiguo_Chunqiu_WYG_Nantang_017.txt	TEXT
nantang_kr2i0021_018	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_018.txt	Shiguo_Chunqiu_WYG_Nantang_018.txt	TEXT
nantang_kr2i0021_019	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_019.txt	Shiguo_Chunqiu_WYG_Nantang_019.txt	TEXT
nantang_kr2i0021_020	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_020.txt	Shiguo_Chunqiu_WYG_Nantang_020.txt	TEXT
nantang_kr2i0021_021	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_021.txt	Shiguo_Chunqiu_WYG_Nantang_021.txt	TEXT
nantang_kr2i0021_022	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_022.txt	Shiguo_Chunqiu_WYG_Nantang_022.txt	TEXT
nantang_kr2i0021_023	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_023.txt	Shiguo_Chunqiu_WYG_Nantang_023.txt	TEXT
nantang_kr2i0021_024	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_024.txt	Shiguo_Chunqiu_WYG_Nantang_024.txt	TEXT
nantang_kr2i0021_025	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_025.txt	Shiguo_Chunqiu_WYG_Nantang_025.txt	TEXT
nantang_kr2i0021_026	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_026.txt	Shiguo_Chunqiu_WYG_Nantang_026.txt	TEXT
nantang_kr2i0021_027	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_027.txt	Shiguo_Chunqiu_WYG_Nantang_027.txt	TEXT
nantang_kr2i0021_028	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_028.txt	Shiguo_Chunqiu_WYG_Nantang_028.txt	TEXT
nantang_kr2i0021_029	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_029.txt	Shiguo_Chunqiu_WYG_Nantang_029.txt	TEXT
nantang_kr2i0021_030	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_030.txt	Shiguo_Chunqiu_WYG_Nantang_030.txt	TEXT
nantang_kr2i0021_031	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_031.txt	Shiguo_Chunqiu_WYG_Nantang_031.txt	TEXT
nantang_kr2i0021_032	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_032.txt	Shiguo_Chunqiu_WYG_Nantang_032.txt	TEXT
nantang_kr2i0021_033	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_033.txt	Shiguo_Chunqiu_WYG_Nantang_033.txt	TEXT
nantang_kr2i0021_034	https://raw.githubusercontent.com/kanripo/KR2i0021/master/KR2i0021_034.txt	Shiguo_Chunqiu_WYG_Nantang_034.txt	TEXT
nantang_kr3l0022_000	https://raw.githubusercontent.com/kanripo/KR3l0022/master/KR3l0022_000.txt	Nantang_Jinshi_WYG_000.txt	TEXT
nantang_kr3l0022_001	https://raw.githubusercontent.com/kanripo/KR3l0022/master/KR3l0022_001.txt	Nantang_Jinshi_WYG_001.txt	TEXT
nantang_kr3l0022_002	https://raw.githubusercontent.com/kanripo/KR3l0022/master/KR3l0022_002.txt	Nantang_Jinshi_WYG_002.txt	TEXT
nantang_kr3l0022_003	https://raw.githubusercontent.com/kanripo/KR3l0022/master/KR3l0022_003.txt	Nantang_Jinshi_WYG_003.txt	TEXT
nantang_kr2i0011_000	https://raw.githubusercontent.com/kanripo/KR2i0011/master/KR2i0011_000.txt	Jiangbiao_Zhi_WYG_000.txt	TEXT
nantang_kr2i0011_001	https://raw.githubusercontent.com/kanripo/KR2i0011/master/KR2i0011_001.txt	Jiangbiao_Zhi_WYG_001.txt	TEXT
nantang_kr2i0011_002	https://raw.githubusercontent.com/kanripo/KR2i0011/master/KR2i0011_002.txt	Jiangbiao_Zhi_WYG_002.txt	TEXT
nantang_kr2i0011_003	https://raw.githubusercontent.com/kanripo/KR2i0011/master/KR2i0011_003.txt	Jiangbiao_Zhi_WYG_003.txt	TEXT
nantang_kr2i0009_000	https://raw.githubusercontent.com/kanripo/KR2i0009/master/KR2i0009_000.txt	Jiangnan_Yeshi_WYG_000.txt	TEXT
nantang_kr2i0009_001	https://raw.githubusercontent.com/kanripo/KR2i0009/master/KR2i0009_001.txt	Jiangnan_Yeshi_WYG_001.txt	TEXT
nantang_kr2i0009_002	https://raw.githubusercontent.com/kanripo/KR2i0009/master/KR2i0009_002.txt	Jiangnan_Yeshi_WYG_002.txt	TEXT
nantang_kr2i0009_003	https://raw.githubusercontent.com/kanripo/KR2i0009/master/KR2i0009_003.txt	Jiangnan_Yeshi_WYG_003.txt	TEXT
nantang_kr2i0009_004	https://raw.githubusercontent.com/kanripo/KR2i0009/master/KR2i0009_004.txt	Jiangnan_Yeshi_WYG_004.txt	TEXT
nantang_kr2i0009_005	https://raw.githubusercontent.com/kanripo/KR2i0009/master/KR2i0009_005.txt	Jiangnan_Yeshi_WYG_005.txt	TEXT
nantang_kr2i0009_006	https://raw.githubusercontent.com/kanripo/KR2i0009/master/KR2i0009_006.txt	Jiangnan_Yeshi_WYG_006.txt	TEXT
nantang_kr2i0009_007	https://raw.githubusercontent.com/kanripo/KR2i0009/master/KR2i0009_007.txt	Jiangnan_Yeshi_WYG_007.txt	TEXT
nantang_kr2i0009_008	https://raw.githubusercontent.com/kanripo/KR2i0009/master/KR2i0009_008.txt	Jiangnan_Yeshi_WYG_008.txt	TEXT
nantang_kr2i0009_009	https://raw.githubusercontent.com/kanripo/KR2i0009/master/KR2i0009_009.txt	Jiangnan_Yeshi_WYG_009.txt	TEXT
nantang_kr2i0009_010	https://raw.githubusercontent.com/kanripo/KR2i0009/master/KR2i0009_010.txt	Jiangnan_Yeshi_WYG_010.txt	TEXT
nantang_kr2i0010_000	https://raw.githubusercontent.com/kanripo/KR2i0010/master/KR2i0010_000.txt	Jiangnan_Bielu_WYG_000.txt	TEXT
nantang_kr2i0010_001	https://raw.githubusercontent.com/kanripo/KR2i0010/master/KR2i0010_001.txt	Jiangnan_Bielu_WYG_001.txt	TEXT
nantang_kr2i0012_000	https://raw.githubusercontent.com/kanripo/KR2i0012/master/KR2i0012_000.txt	Jiangnan_Yuzai_WYG_000.txt	TEXT
nantang_kr2i0012_001	https://raw.githubusercontent.com/kanripo/KR2i0012/master/KR2i0012_001.txt	Jiangnan_Yuzai_WYG_001.txt	TEXT
nantang_kr2i0012_002	https://raw.githubusercontent.com/kanripo/KR2i0012/master/KR2i0012_002.txt	Jiangnan_Yuzai_WYG_002.txt	TEXT
nantang_kr2i0015_000	https://raw.githubusercontent.com/kanripo/KR2i0015/master/KR2i0015_000.txt	Wuguo_Gushi_WYG_000.txt	TEXT
nantang_kr2i0015_001	https://raw.githubusercontent.com/kanripo/KR2i0015/master/KR2i0015_001.txt	Wuguo_Gushi_WYG_001.txt	TEXT
nantang_kr2i0015_002	https://raw.githubusercontent.com/kanripo/KR2i0015/master/KR2i0015_002.txt	Wuguo_Gushi_WYG_002.txt	TEXT
nantang_kr2i0008_000	https://raw.githubusercontent.com/kanripo/KR2i0008/master/KR2i0008_000.txt	Diaoji_Litan_WYG_000.txt	TEXT
nantang_kr2i0008_001	https://raw.githubusercontent.com/kanripo/KR2i0008/master/KR2i0008_001.txt	Diaoji_Litan_WYG_001.txt	TEXT
nantang_kr3l0127_000	https://raw.githubusercontent.com/kanripo/KR3l0127/master/KR3l0127_000.txt	Qingyi_Lu_WYG_000.txt	TEXT
nantang_kr3l0127_001	https://raw.githubusercontent.com/kanripo/KR3l0127/master/KR3l0127_001.txt	Qingyi_Lu_WYG_001.txt	TEXT
nantang_kr3l0127_002	https://raw.githubusercontent.com/kanripo/KR3l0127/master/KR3l0127_002.txt	Qingyi_Lu_WYG_002.txt	TEXT
nantang_kr3l0114_000	https://raw.githubusercontent.com/kanripo/KR3l0114/master/KR3l0114_000.txt	Jishen_Lu_WYG_000.txt	TEXT
nantang_kr3l0114_001	https://raw.githubusercontent.com/kanripo/KR3l0114/master/KR3l0114_001.txt	Jishen_Lu_WYG_001.txt	TEXT
nantang_kr3l0114_002	https://raw.githubusercontent.com/kanripo/KR3l0114/master/KR3l0114_002.txt	Jishen_Lu_WYG_002.txt	TEXT
nantang_kr3l0114_003	https://raw.githubusercontent.com/kanripo/KR3l0114/master/KR3l0114_003.txt	Jishen_Lu_WYG_003.txt	TEXT
nantang_kr3l0114_004	https://raw.githubusercontent.com/kanripo/KR3l0114/master/KR3l0114_004.txt	Jishen_Lu_WYG_004.txt	TEXT
nantang_kr3l0114_005	https://raw.githubusercontent.com/kanripo/KR3l0114/master/KR3l0114_005.txt	Jishen_Lu_WYG_005.txt	TEXT
nantang_kr3l0114_006	https://raw.githubusercontent.com/kanripo/KR3l0114/master/KR3l0114_006.txt	Jishen_Lu_WYG_006.txt	TEXT
nantang_kr3l0115_000	https://raw.githubusercontent.com/kanripo/KR3l0115/master/KR3l0115_000.txt	Jianghuai_Yiren_Lu_WYG_000.txt	TEXT
nantang_kr3l0115_001	https://raw.githubusercontent.com/kanripo/KR3l0115/master/KR3l0115_001.txt	Jianghuai_Yiren_Lu_WYG_001.txt	TEXT
nantang_kr3l0115_002	https://raw.githubusercontent.com/kanripo/KR3l0115/master/KR3l0115_002.txt	Jianghuai_Yiren_Lu_WYG_002.txt	TEXT
nantang_kr3l0023_000	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_000.txt	Beimeng_Suoyan_WYG_000.txt	TEXT
nantang_kr3l0023_001	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_001.txt	Beimeng_Suoyan_WYG_001.txt	TEXT
nantang_kr3l0023_002	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_002.txt	Beimeng_Suoyan_WYG_002.txt	TEXT
nantang_kr3l0023_003	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_003.txt	Beimeng_Suoyan_WYG_003.txt	TEXT
nantang_kr3l0023_004	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_004.txt	Beimeng_Suoyan_WYG_004.txt	TEXT
nantang_kr3l0023_005	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_005.txt	Beimeng_Suoyan_WYG_005.txt	TEXT
nantang_kr3l0023_006	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_006.txt	Beimeng_Suoyan_WYG_006.txt	TEXT
nantang_kr3l0023_007	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_007.txt	Beimeng_Suoyan_WYG_007.txt	TEXT
nantang_kr3l0023_008	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_008.txt	Beimeng_Suoyan_WYG_008.txt	TEXT
nantang_kr3l0023_009	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_009.txt	Beimeng_Suoyan_WYG_009.txt	TEXT
nantang_kr3l0023_010	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_010.txt	Beimeng_Suoyan_WYG_010.txt	TEXT
nantang_kr3l0023_011	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_011.txt	Beimeng_Suoyan_WYG_011.txt	TEXT
nantang_kr3l0023_012	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_012.txt	Beimeng_Suoyan_WYG_012.txt	TEXT
nantang_kr3l0023_013	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_013.txt	Beimeng_Suoyan_WYG_013.txt	TEXT
nantang_kr3l0023_014	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_014.txt	Beimeng_Suoyan_WYG_014.txt	TEXT
nantang_kr3l0023_015	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_015.txt	Beimeng_Suoyan_WYG_015.txt	TEXT
nantang_kr3l0023_016	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_016.txt	Beimeng_Suoyan_WYG_016.txt	TEXT
nantang_kr3l0023_017	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_017.txt	Beimeng_Suoyan_WYG_017.txt	TEXT
nantang_kr3l0023_018	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_018.txt	Beimeng_Suoyan_WYG_018.txt	TEXT
nantang_kr3l0023_019	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_019.txt	Beimeng_Suoyan_WYG_019.txt	TEXT
nantang_kr3l0023_020	https://raw.githubusercontent.com/kanripo/KR3l0023/master/KR3l0023_020.txt	Beimeng_Suoyan_WYG_020.txt	TEXT
nantang_kr3l0018_000	https://raw.githubusercontent.com/kanripo/KR3l0018/master/KR3l0018_000.txt	Zhongchao_Gushi_WYG_000.txt	TEXT
nantang_kr3l0018_001	https://raw.githubusercontent.com/kanripo/KR3l0018/master/KR3l0018_001.txt	Zhongchao_Gushi_WYG_001.txt	TEXT
nantang_kr3l0018_002	https://raw.githubusercontent.com/kanripo/KR3l0018/master/KR3l0018_002.txt	Zhongchao_Gushi_WYG_002.txt	TEXT
nantang_kr3l0019_000	https://raw.githubusercontent.com/kanripo/KR3l0019/master/KR3l0019_000.txt	Jinhua_ZaBian_WYG_000.txt	TEXT
nantang_kr3l0019_001	https://raw.githubusercontent.com/kanripo/KR3l0019/master/KR3l0019_001.txt	Jinhua_ZaBian_WYG_001.txt	TEXT
nantang_kr3l0019_002	https://raw.githubusercontent.com/kanripo/KR3l0019/master/KR3l0019_002.txt	Jinhua_ZaBian_WYG_002.txt	TEXT
nantang_kr2i0013_000	https://raw.githubusercontent.com/kanripo/KR2i0013/master/KR2i0013_000.txt	Sanchu_Xinlu_WYG_000.txt	TEXT
nantang_kr2i0013_001	https://raw.githubusercontent.com/kanripo/KR2i0013/master/KR2i0013_001.txt	Sanchu_Xinlu_WYG_001.txt	TEXT
nantang_kr2i0013_002	https://raw.githubusercontent.com/kanripo/KR2i0013/master/KR2i0013_002.txt	Sanchu_Xinlu_WYG_002.txt	TEXT
nantang_kr2i0013_003	https://raw.githubusercontent.com/kanripo/KR2i0013/master/KR2i0013_003.txt	Sanchu_Xinlu_WYG_003.txt	TEXT
nantang_kr2i0019_000	https://raw.githubusercontent.com/kanripo/KR2i0019/master/KR2i0019_000.txt	Wuyue_Beishi_WYG_000.txt	TEXT
nantang_kr2i0019_001	https://raw.githubusercontent.com/kanripo/KR2i0019/master/KR2i0019_001.txt	Wuyue_Beishi_WYG_001.txt	TEXT
nantang_kr2i0019_002	https://raw.githubusercontent.com/kanripo/KR2i0019/master/KR2i0019_002.txt	Wuyue_Beishi_WYG_002.txt	TEXT
nantang_kr2i0019_003	https://raw.githubusercontent.com/kanripo/KR2i0019/master/KR2i0019_003.txt	Wuyue_Beishi_WYG_003.txt	TEXT
nantang_kr2i0019_004	https://raw.githubusercontent.com/kanripo/KR2i0019/master/KR2i0019_004.txt	Wuyue_Beishi_WYG_004.txt	TEXT
nantang_kr2i0019_005	https://raw.githubusercontent.com/kanripo/KR2i0019/master/KR2i0019_005.txt	Wuyue_Beishi_WYG_005.txt	TEXT
